Unnamed: 0,C3L-02610,C3N-01998,C3L-01637,C3L-02606,C3N-00436,C3L-00819,C3N-00518,C3L-00102,C3N-00517,C3L-00640,C3N-01011,C3L-03123,C3N-02768,C3L-02809,C3N-02589,C3N-03780,C3N-03440,C3N-02010,C3L-04072,C3N-03069,C3L-02899
circ_chr14_88416711_88433212_SPATA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19790469702582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_88416711_88437903_SPATA7,0.0,0.0,0.0,5.89845023280787,0.0,0.0,6.75488750216347,6.97429985800373,0.0,0.0,0.0,0.0,0.0,0.0,7.28336621294992,5.19574129324645,0.0,0.0,5.87036471958341,0.0,0.0
circ_chr14_88574693_88578140_ZC3H14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_88575840_88578140_ZC3H14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_88712271_88715195_EML5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_88852971_88861332_TTC8,0.0,0.0,0.0,0.0,0.0,0.0,4.85449441815488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_89161701_89162969_FOXN3,0.0,8.03600872369784,0.0,0.0,0.0,0.0,7.78848996265988,0.0,0.0,7.98868468677217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_89411934_89412490_FOXN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_90943078_91001159_RPS6KA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_90978306_91001159_RPS6KA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_91342380_91343657_CCDC88C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_91481576_91485730_PPP4R3A,7.49641441234776,8.20686784624057,7.94022549094173,0.0,0.0,8.22751968031678,5.66505161428921,0.0,0.0,8.23821364123342,0.0,7.868822554775,8.25564235201939,8.29112464287911,7.43679481217509,0.0,0.0,8.2667865406949,8.35759598855251,0.0,8.24131585317878
circ_chr14_91481576_91490802_PPP4R3A,0.0,0.0,0.0,0.0,0.0,0.0,8.48615121310239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06689644313624,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_92093252_92096838_ATXN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_96341522_96347341_ATG2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31233843931605,0.0,0.0,0.0,0.0,6.79051141189419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_96555847_96556413_PAPOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_96560649_96562893_PAPOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64270157183323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_96560649_96565214_PAPOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_96833467_96860735_VRK1,0.0,7.93781516880342,0.0,6.89166220799394,6.71080643369935,7.50937914891469,7.40692776659021,7.38646609286931,6.84699468696557,8.28762004411207,7.3493475835218,5.26303440583379,7.66845955691538,7.48687523549849,7.55642941544957,7.06199215373422,0.0,0.0,7.20241772157518,0.0,7.58029625988894
circ_chr14_99257471_99257836_BCL11B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr14_99257471_99257839_BCL11B,0.0,6.1471031439241,0.0,0.0,5.78083500173823,0.0,5.0759604132434,5.63604452602804,0.0,5.52105073690096,4.77663042305105,0.0,6.07296327155522,0.0,5.98253731439927,0.0,0.0,0.0,5.18903382439002,0.0,0.0
circ_chr14_99458279_99465813_SETD3,8.456149034648,8.81618368143234,8.34438468641748,8.30505851953743,8.80580834870147,8.74345437875625,8.93613732530548,8.39544844947066,8.50458067007695,9.23935985027747,8.79191172320709,8.12241388837423,8.49369536323967,9.08393134528102,9.23818975219206,8.14271975339368,7.16410241248175,8.12463831417871,8.26879928818676,8.07408792947578,8.76208300356767
circ_chr14_99914179_99914697_EML1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_101235082_101235577_CHSY1,0.0,7.56292925834063,0.0,0.0,0.0,0.0,7.90104788804386,7.33539035469393,7.01947953370363,8.44720723478021,0.0,0.0,8.09450000483505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_101366196_101370523_PCSK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_101389464_101430063_PCSK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_101701086_101714963_TARSL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_101708793_101714963_TARSL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_25405461_25411971_UBE3A,5.86690797814317,6.83339613416323,6.26903314645524,6.19927972133663,6.88325423134128,7.09138249094364,7.5677279633048,6.71080643369935,5.82629424549964,7.2137360959228,6.81813476081085,5.83187724119167,7.09370805496563,6.79506558265962,7.12484506325342,6.16128307454201,5.45220004940622,6.71163256182322,6.69488019279919,5.32337006906127,7.11696769451173
circ_chr15_25405461_25415842_UBE3A,0.0,5.66362925881475,4.9297909977186,0.0,0.0,5.18824265626441,5.40769264866568,0.0,5.90448409790142,5.42827641439251,5.03650333373899,0.0,5.51317488460363,4.64038956005495,5.04439411935845,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_30474356_30484686_LOC100288203,0.0,0.0,0.0,0.0,0.0,7.605257262939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_35373521_35454820_DPH6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_38299373_38324809_SPRED1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_38502312_38505920_RASGRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_38502312_38508001_RASGRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_40744047_40745259_RMDN3,0.0,0.0,0.0,0.0,0.0,0.0,3.60999129521268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_41069570_41070547_INO80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52606881166759
circ_chr15_41085369_41087682_INO80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_41356039_41377304_NUSAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_41668828_41669958_MGA,8.15982089201394,9.48074981718447,8.77679489459504,8.78800047654638,9.09913737463126,9.01633473863091,9.2576942649779,8.9844469421338,8.91276960553228,9.46587246040031,9.01786624739266,9.33111848289983,9.68064082601594,9.11465332819309,9.94946197936015,8.45384677374993,8.34203020829896,8.86984056848834,9.34520562867521,8.88551335601785,8.92751132028988
circ_chr15_41696075_41699159_MGA,0.0,8.54403710186167,7.97372606209238,0.0,8.41852730210161,8.01814452894376,8.44790974874208,8.10522758436473,8.63066756523196,8.27015513876653,8.46654555424412,8.05625836513877,8.86876083388082,8.43446143244134,8.79174896612601,7.57705110973515,0.0,8.31492306173917,0.0,7.87694662152238,8.42147579084686
circ_chr15_41707728_41713496_MGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_42260958_42268032_TMEM87A,0.0,0.0,0.0,0.0,0.0,0.0,4.81249822533356,0.0,4.48607074373567,4.2349610948395,0.0,0.0,5.92908083524258,6.38732807236612,5.35155766245043,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_42810614_42840433_TTBK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_42827928_42840433_TTBK2,0.0,5.467605550083,0.0,5.11894107272351,5.26978123827438,4.46008724011683,5.60080495498947,0.0,4.87430516598223,5.88508622529017,4.9429835981871,0.0,5.34660237529899,5.7983097824546,5.47183776242229,0.0,0.0,0.0,4.61882595258744,0.0,4.69432306012539
circ_chr15_42950262_42966286_UBR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4541758931858,4.6409679104499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_43334945_43335826_ADAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
circ_chr15_43753824_43756766_PDIA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_43761424_43763206_PDIA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_44328685_44338317_CASC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_44328685_44380976_CASC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_44331988_44338317_CASC4,0.0,6.25983740058951,0.0,0.0,5.16510798514454,6.82527683005487,5.6085135781513,0.0,5.60584986719498,0.0,5.57500972029495,0.0,6.12122266984196,6.1753249891849,6.34074028063018,0.0,0.0,0.0,5.78319470337615,0.0,5.05918219921169
circ_chr15_44550876_44551522_EIF3J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26153081524341,0.0,0.0,0.0,0.0,0.0
circ_chr15_44615363_44620403_SPG11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_45364797_45369521_GATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6808935119649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_48481655_48487200_FBN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_49225205_49292537_GALK2,0.0,8.36859376265085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11040500673928,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_49235851_49239367_GALK2,4.44294349584873,5.30451104180995,4.35684807923652,4.28909670241999,5.42256941086083,5.33485426933163,5.45844762743792,4.76447355099267,5.89917563048051,6.10664145232436,5.21023299009585,4.43362716708478,4.87430516598223,5.28725064325462,5.61353165291793,0.0,0.0,5.15015345524625,4.63691458035588,0.0,5.01033228328482
circ_chr15_49235851_49283718_GALK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_49235851_49292537_GALK2,8.06705783948278,0.0,0.0,0.0,8.37016428054021,8.01602824168708,8.60440496763545,0.0,0.0,0.0,8.27817064963117,0.0,7.92499060311109,8.36474750602229,0.0,7.42265350114972,0.0,0.0,0.0,0.0,7.94579495674006
circ_chr15_50038768_50047464_ATP8B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_50038768_50074185_ATP8B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_50300789_50301368_GABPB1,0.0,0.0,0.0,0.0,4.18428029441938,0.0,0.0,4.44956137461324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_50300789_50309798_GABPB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_50583089_50592626_TRPM7,0.0,0.0,0.0,6.29975751183932,0.0,0.0,6.81211311298331,6.23304440126558,0.0,0.0,0.0,0.0,0.0,6.656782364219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_50586392_50592626_TRPM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_50631417_50663046_TRPM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_50643340_50657819_TRPM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18080427811412,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_50648687_50663046_TRPM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_51451645_51453641_DMXL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_51451645_51455228_DMXL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_51781044_51782828_TMOD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_51869217_51902036_TMOD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43604520875391,0.0,0.0,0.0,8.81493488583341,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_52045830_52050137_MAPK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_52593578_52601165_FAM214A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_54012648_54015886_UNC13C,7.79044624804491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_56142778_56179303_RFX7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_56373441_56412436_TEX9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_56388472_56394834_TEX9,0.0,6.00135189299996,0.0,0.0,0.0,5.86344293434804,0.0,0.0,0.0,0.0,0.0,0.0,5.71259578044703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_56388472_56412436_TEX9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_56389318_56394834_TEX9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_56394165_56394834_TEX9,0.0,0.0,0.0,0.0,0.0,3.04264433740849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_57231152_57234107_TCF12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_57437985_57442478_CGNL1,0.0,0.0,0.0,0.0,8.71159814926127,0.0,0.0,0.0,0.0,0.0,0.0,8.01914589831014,0.0,0.0,8.65485080584631,7.75722331053453,0.0,8.07264177962278,8.36566629468876,8.95387632237379,0.0
circ_chr15_57437985_57461892_CGNL1,0.0,0.0,0.0,8.53375799924506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15585546402488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_57451500_57461892_CGNL1,0.0,0.0,6.49904859773388,0.0,0.0,0.0,0.0,0.0,6.34251918966061,0.0,6.86071454954969,6.18189764310839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_57461680_57461892_CGNL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48026512205446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_58621471_58643978_ADAM10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_58821717_58851965_MINDY2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_58886975_58887540_SLTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75221336786514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_58912563_58913696_SLTM,1.70043971814109,4.17791779219584,3.20163386116965,3.18745105402733,3.0703893278914,3.55458885167764,4.36597242759338,0.0,2.59215800212536,4.2637856138908,3.95884267524324,0.0,0.0,3.76659516172927,4.4369613378336,0.0,0.0,3.40053792958373,3.56924802986718,2.88947354253111,3.00898878322725
circ_chr15_58912563_58916999_SLTM,5.71204544855369,7.03880927447109,0.0,5.75167794568758,6.49185309632968,6.54504168346746,6.60095358683846,6.20026107981327,6.15765009686171,7.22593041117106,6.08576455377831,5.33913738491959,6.60451616514653,7.27770584887942,7.02635744696384,5.39814511650441,5.20633064787105,6.48236429255538,6.49920809085669,5.32264926213102,6.68271373979509
circ_chr15_59030804_59031702_RNF111,0.0,7.76699261663079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24445898087276,0.0,0.0,8.20828313841252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_59153590_59214720_MYO1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_59178393_59188216_MYO1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_59195461_59218087_MYO1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45672402627381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_59202326_59214720_MYO1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81557542886257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_59671183_59672739_BNIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_59671183_59680308_BNIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.16344841419554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_62007308_62013992_VPS13C,7.76002129773022,8.73440479329773,7.93392665937627,8.19795382761006,6.60733031374961,0.0,9.00458565934404,8.57323060122601,8.34287470840092,9.2715097163088,8.64623467488115,7.4847020773368,8.55654437275644,9.11460127728422,8.98285100885192,8.33744350517753,0.0,8.31129420891343,8.4056095183365,7.57190429861153,8.65956783534814
circ_chr15_62033441_62044255_VPS13C,0.0,4.82984955984469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39711840904258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_63056985_63062645_TPM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_63529014_63563008_USP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_63532647_63537156_USP3,0.0,2.90110824301451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44426950241348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_63532647_63559970_USP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_63532647_63563008_USP3,0.0,7.55711902192992,0.0,0.0,7.66881408841912,7.86090073978559,0.0,7.5795422249369,0.0,7.43312637620644,7.81704759944399,0.0,0.0,0.0,8.30924896081662,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_63553715_63563008_USP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.268284666521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71032430707294
circ_chr15_63696124_63716473_HERC1,0.0,8.32615979929258,0.0,7.93887385492602,7.98675222651434,8.09508049190142,0.0,8.14995030168105,0.0,7.89463589952962,8.229107200654,0.0,8.24906603385587,7.4643415327611,8.07408792947578,0.0,0.0,7.86276132173149,8.39523421222388,0.0,7.99276843076892
circ_chr15_63706780_63716473_HERC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09423606984577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_64118117_64118854_SNX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39369076418745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_64118117_64123546_SNX1,0.0,5.55182359572126,0.0,0.0,0.0,0.0,5.09676785471469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_64204441_64204949_CSNK1G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_64974602_64981025_SPG21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_64974602_64983593_SPG21,0.0,6.00427665587793,0.0,0.0,0.0,4.40599235967584,5.48026512205446,3.77820857639809,5.04308198189566,5.86863738417031,5.98025384598826,0.0,5.6504773698971,6.27631054746415,5.12887075946513,0.0,0.0,0.0,0.0,0.0,5.71039319217052
circ_chr15_65178934_65180204_CLPX,3.87381319835909,0.0,0.0,2.50080205305716,4.83743871485637,4.77241355474848,4.86096279785812,4.89917563048051,0.0,5.21567859660793,4.51601514700367,0.0,5.15137177625395,5.75648960675997,0.0,0.0,0.0,0.0,0.0,0.0,5.20593983247088
circ_chr15_65667449_65670188_DENND4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45975946661982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_65700544_65701890_DENND4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr15_65729072_65738875_DENND4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
