l_column_id,r_column_id,l_table_id,r_table_id
necrosis_present,tumor_necrosis_status,gdc_table,gdc_table_synthetic
no_matched_normal_low_pass_wgs,no_normal_match_lp_wgs,gdc_table,gdc_table_synthetic
no_matched_normal_targeted_sequencing,lacks_control_tumor_seq,gdc_table,gdc_table_synthetic
no_matched_normal_wgs,lacks_matched_normal_sample,gdc_table,gdc_table_synthetic
no_matched_normal_wxs,lacks_matched_normal_WXS,gdc_table,gdc_table_synthetic
non_nodal_regional_disease,extranodal_extension_status,gdc_table,gdc_table_synthetic
non_nodal_tumor_deposits,extranodal_extension_status,gdc_table,gdc_table_synthetic
nononcologic_therapeutic_agents,non_cancer_drugs,gdc_table,gdc_table_synthetic
normal_tumor_genotype_snp_match,genotype_snp_comparison_status,gdc_table,gdc_table_synthetic
notes,clinical_observations,gdc_table,gdc_table_synthetic
number_expect_cells,expected_cell_count,gdc_table,gdc_table_synthetic
number_of_cycles,cycles_count,gdc_table,gdc_table_synthetic
number_of_fractions,total_dose_fractions,gdc_table,gdc_table_synthetic
number_proliferating_cells,cell_proliferation_count,gdc_table,gdc_table_synthetic
occupation_duration_years,work_experience_yrs,gdc_table,gdc_table_synthetic
occupation_type,job_title,gdc_table,gdc_table_synthetic
oct_embedded,OCT_Embedding_Status,gdc_table,gdc_table_synthetic
other_clinical_attributes,additional_clinical_features,gdc_table,gdc_table_synthetic
ovarian_specimen_status,ovarian_capsule_status,gdc_table,gdc_table_synthetic
ovarian_surface_involvement,ovarian_involvement_status,gdc_table,gdc_table_synthetic
overrepresented_sequences,seq_quality_status,gdc_table,gdc_table_synthetic
oxygen_use_indicator,oxygen_utilization_flag,gdc_table,gdc_table_synthetic
oxygen_use_type,oxygen_admin_mode,gdc_table,gdc_table_synthetic
pack_years_smoked,smoking_history_pack_years,gdc_table,gdc_table_synthetic
pairs_on_diff_chr,translocations_diff_chromosomes,gdc_table,gdc_table_synthetic
pancreatitis_onset_year,pancreatitis_diagnosis_year,gdc_table,gdc_table_synthetic
papillary_renal_cell_type,prcc_subtype,gdc_table,gdc_table_synthetic
parent_samples,specimen_types,gdc_table,gdc_table_synthetic
parent_with_radiation_exposure,radiation_exposure_in_parents,gdc_table,gdc_table_synthetic
passage_count,cell_line_passage_no,gdc_table,gdc_table_synthetic
pathogenicity,variant_clinical_significance,gdc_table,gdc_table_synthetic
pathology_details,cancer_types,gdc_table,gdc_table_synthetic
pathology_report_uuid,path_report_id,gdc_table,gdc_table_synthetic
pathology_reports,cancer_types,gdc_table,gdc_table_synthetic
pediatric_kidney_staging,pediatric_renal_staging,gdc_table,gdc_table_synthetic
per_base_n_content,nucleotide_quality_score,gdc_table,gdc_table_synthetic
per_base_sequence_content,base_seq_quality_score,gdc_table,gdc_table_synthetic
per_base_sequence_quality,seq_quality_score,gdc_table,gdc_table_synthetic
per_sequence_gc_content,gc_content_quality,gdc_table,gdc_table_synthetic
per_sequence_quality_score,seq_quality_status,gdc_table,gdc_table_synthetic
per_tile_sequence_quality,tile_seq_qual_status,gdc_table,gdc_table_synthetic
percent_eosinophil_infiltration,eosinophil_percent_infiltration,gdc_table,gdc_table_synthetic
percent_follicular_component,follicular_ratio_percentage,gdc_table,gdc_table_synthetic
percent_gc_content,gc_content_pct,gdc_table,gdc_table_synthetic
percent_granulocyte_infiltration,percent_neutrophil_infiltration,gdc_table,gdc_table_synthetic
percent_inflam_infiltration,tumor_inflam_infiltrate_pct,gdc_table,gdc_table_synthetic
percent_lymphocyte_infiltration,tumor_lymphocyte_percentage,gdc_table,gdc_table_synthetic
percent_monocyte_infiltration,monocyte_percentage_in_tumor,gdc_table,gdc_table_synthetic
percent_necrosis,tumor_necrosis_pct,gdc_table,gdc_table_synthetic
percent_neutrophil_infiltration,neutrophil_percentage_infiltrate,gdc_table,gdc_table_synthetic
percent_normal_cells,percent_viable_cells,gdc_table,gdc_table_synthetic
percent_rhabdoid_features,percent_rhabdoid_component,gdc_table,gdc_table_synthetic
percent_sarcomatoid_features,sarcomatoid_percentage,gdc_table,gdc_table_synthetic
percent_stromal_cells,stromal_cell_percentage,gdc_table,gdc_table_synthetic
percent_tumor_cells,tumor_cell_percentage,gdc_table,gdc_table_synthetic
percent_tumor_invasion,tumor_invasion_percentage,gdc_table,gdc_table_synthetic
percent_tumor_nuclei,tumor_nuclei_percentage,gdc_table,gdc_table_synthetic
perineural_invasion_present,PNI_status,gdc_table,gdc_table_synthetic
peripancreatic_lymph_nodes_positive,peripancreatic_LN_metastasis_count,gdc_table,gdc_table_synthetic
peripancreatic_lymph_nodes_tested,peripancreatic_LN_examined,gdc_table,gdc_table_synthetic
peritoneal_fluid_cytological_status,peritoneal_fluid_cytology_result,gdc_table,gdc_table_synthetic
peritoneal_washing_results,peritoneal_cytology_status,gdc_table,gdc_table_synthetic
plate_name,test_panel,gdc_table,gdc_table_synthetic
plate_well,well_id,gdc_table,gdc_table_synthetic
platform,sequencing_technology,gdc_table,gdc_table_synthetic
platforms,sequencing_technologies,gdc_table,gdc_table_synthetic
ploidy,cell_ploidy_status,gdc_table,gdc_table_synthetic
pmid,pubmed_id,gdc_table,gdc_table_synthetic
portion_number,sample_id,gdc_table,gdc_table_synthetic
portions,daily_servings_intake,gdc_table,gdc_table_synthetic
pregnancy_count,parity_count,gdc_table,gdc_table_synthetic
pregnancy_outcome,pregnancy_outcomes,gdc_table,gdc_table_synthetic
pregnant_at_diagnosis,pregnancy_status_at_dx,gdc_table,gdc_table_synthetic
premature_at_birth,preterm_birth_status,gdc_table,gdc_table_synthetic
prescribed_dose,administered_dose,gdc_table,gdc_table_synthetic
preservation_method,sample_storage_type,gdc_table,gdc_table_synthetic
primary_diagnosis,primary_dx,gdc_table,gdc_table_synthetic
primary_disease,primary_diagnosis,gdc_table,gdc_table_synthetic
primary_gleason_grade,gleason_score_primary,gdc_table,gdc_table_synthetic
primary_site,cancer_site,gdc_table,gdc_table_synthetic
prior_malignancy,previous_cancer_history,gdc_table,gdc_table_synthetic
prior_treatment,previous_treatment_status,gdc_table,gdc_table_synthetic
proc_internal,proc_type,gdc_table,gdc_table_synthetic
procedures_performed,medical_procedures,gdc_table,gdc_table_synthetic
programs,cancer_research_areas,gdc_table,gdc_table_synthetic
progression_or_recurrence,disease_outcome_status,gdc_table,gdc_table_synthetic
progression_or_recurrence_anatomic_site,metastasis_location,gdc_table,gdc_table_synthetic
progression_or_recurrence_type,disease_progression_type,gdc_table,gdc_table_synthetic
project,research_focus_area,gdc_table,gdc_table_synthetic
project_id,study_identifier,gdc_table,gdc_table_synthetic
projects,research_topics,gdc_table,gdc_table_synthetic
proportion_base_mismatch,base_mismatch_rate,gdc_table,gdc_table_synthetic
proportion_coverage_10x,depth_coverage_10x_pct,gdc_table,gdc_table_synthetic
proportion_coverage_30x,coverage_pct_30x_depth,gdc_table,gdc_table_synthetic
proportion_reads_duplicated,duplication_rate,gdc_table,gdc_table_synthetic
proportion_reads_mapped,mapping_efficiency,gdc_table,gdc_table_synthetic
proportion_targets_no_coverage,uncovered_target_ratio,gdc_table,gdc_table_synthetic
prostatic_chips_positive_count,prostate_biopsy_positive_cores,gdc_table,gdc_table_synthetic
prostatic_chips_total_count,prostate_biopsy_core_count,gdc_table,gdc_table_synthetic
prostatic_involvement_percent,prostate_involvement_pct,gdc_table,gdc_table_synthetic
protein_expressions,oncogene_markers,gdc_table,gdc_table_synthetic
protocol_identifier,study_id,gdc_table,gdc_table_synthetic
race,ethnicity,gdc_table,gdc_table_synthetic
radiosensitizing_agent,radiosensitizer_use,gdc_table,gdc_table_synthetic
radon_exposure,radon_exp,gdc_table,gdc_table_synthetic
raw_methylation_arrays,methylation_platforms,gdc_table,gdc_table_synthetic
read_group_name,sample_id,gdc_table,gdc_table_synthetic
read_group_qcs,read_group_metrics,gdc_table,gdc_table_synthetic
read_groups,sequencing_platforms,gdc_table,gdc_table_synthetic
read_length,seq_length_bp,gdc_table,gdc_table_synthetic
read_pair_number,read_pair_type,gdc_table,gdc_table_synthetic
reason_treatment_ended,treatment_outcome_reason,gdc_table,gdc_table_synthetic
reason_treatment_not_given,treatment_non_admin_reason,gdc_table,gdc_table_synthetic
recist_targeted_regions_number,lesion_count_recist,gdc_table,gdc_table_synthetic
recist_targeted_regions_sum,total_lesion_measurement_cm,gdc_table,gdc_table_synthetic
reflux_treatment_type,GERD_treatment_category,gdc_table,gdc_table_synthetic
regimen_or_line_of_therapy,treatment_line_or_type,gdc_table,gdc_table_synthetic
related_files,associated_documents,gdc_table,gdc_table_synthetic
related_to_files,associated_data_types,gdc_table,gdc_table_synthetic
relationship_age_at_diagnosis,age_at_dx,gdc_table,gdc_table_synthetic
relationship_gender,sex_at_birth,gdc_table,gdc_table_synthetic
relationship_primary_diagnosis,primary_diagnosis_type,gdc_table,gdc_table_synthetic
relationship_type,family_relationship_type,gdc_table,gdc_table_synthetic
relative_deceased,family_history_deceased,gdc_table,gdc_table_synthetic
relative_smoker,family_smoking_status,gdc_table,gdc_table_synthetic
relative_with_cancer_history,family_cancer_history,gdc_table,gdc_table_synthetic
relatives_with_cancer_history_count,family_cancer_history_count,gdc_table,gdc_table_synthetic
releasable,is_public,gdc_table,gdc_table_synthetic
release_date,publication_date,gdc_table,gdc_table_synthetic
release_requested,data_release_flag,gdc_table,gdc_table_synthetic
released,publication_status,gdc_table,gdc_table_synthetic
request_submission,submission_status,gdc_table,gdc_table_synthetic
residual_disease,surgical_margin_status,gdc_table,gdc_table_synthetic
residual_tumor,residual_disease_status,gdc_table,gdc_table_synthetic
residual_tumor_measurement,residual_tumor_size,gdc_table,gdc_table_synthetic
respirable_crystalline_silica_exposure,RCS_exposure_status,gdc_table,gdc_table_synthetic
revision,version_number,gdc_table,gdc_table_synthetic
rhabdoid_percent,rhabdoid_tumor_percentage,gdc_table,gdc_table_synthetic
rhabdoid_present,rhabdoid_feature,gdc_table,gdc_table_synthetic
ribosomal_rna_28s_16s_ratio,rRNA_28S_to_16S_ratio,gdc_table,gdc_table_synthetic
rin,relative_immunonegativity_index,gdc_table,gdc_table_synthetic
risk_factor,risk_factors,gdc_table,gdc_table_synthetic
risk_factor_method_of_diagnosis,diagnosis_method,gdc_table,gdc_table_synthetic
risk_factor_treatment,treatment_associated_risk,gdc_table,gdc_table_synthetic
risk_factors,cancer_risk_factors,gdc_table,gdc_table_synthetic
rna_expression_workflows,transcriptomics_techniques,gdc_table,gdc_table_synthetic
rna_integrity_number,rna_quality_score,gdc_table,gdc_table_synthetic
roots,cancer_cell_types,gdc_table,gdc_table_synthetic
route_of_administration,admin_route,gdc_table,gdc_table_synthetic
run_metadata_files,experimental_data_files,gdc_table,gdc_table_synthetic
sample_ordinal,sample_num,gdc_table,gdc_table_synthetic
sample_type,sample_classification,gdc_table,gdc_table_synthetic
sample_type_id,specimen_type_code,gdc_table,gdc_table_synthetic
samples,specimen_types,gdc_table,gdc_table_synthetic
sarcomatoid_percent,sarcomatoid_ratio,gdc_table,gdc_table_synthetic
sarcomatoid_present,sarcomatoid_features,gdc_table,gdc_table_synthetic
satellite_nodule_present,satellite_lesion_status,gdc_table,gdc_table_synthetic
scan_tracer_used,radiotracer_type,gdc_table,gdc_table_synthetic
schema_version,data_version,gdc_table,gdc_table_synthetic
second_exon,exon_2_position,gdc_table,gdc_table_synthetic
second_gene_symbol,alternative_gene_symbols,gdc_table,gdc_table_synthetic
secondary_expression_analyses,molecular_characterization_techniques,gdc_table,gdc_table_synthetic
secondary_gleason_grade,secondary_gleason_score,gdc_table,gdc_table_synthetic
secondhand_smoke_as_child,passive_smoking_exposure_in_childhood,gdc_table,gdc_table_synthetic
section_location,tumor_site,gdc_table,gdc_table_synthetic
selected_normal_low_pass_wgs,normal_sample_low_quality_wgs,gdc_table,gdc_table_synthetic
selected_normal_targeted_sequencing,normal_tissue_genotyping,gdc_table,gdc_table_synthetic
selected_normal_wgs,normal_sample_included_wgs,gdc_table,gdc_table_synthetic
selected_normal_wxs,normal_sample_wxs_selected,gdc_table,gdc_table_synthetic
sequence_duplication_levels,seq_duplication_rates,gdc_table,gdc_table_synthetic
sequence_length_distribution,seq_len_dist_quality,gdc_table,gdc_table_synthetic
sequencing_center,sequencing_facility,gdc_table,gdc_table_synthetic
sequencing_date,sample_date,gdc_table,gdc_table_synthetic
short_name,institution_acronym,gdc_table,gdc_table_synthetic
shortest_dimension,min_dimension,gdc_table,gdc_table_synthetic
simple_germline_variations,germline_mutations,gdc_table,gdc_table_synthetic
simple_somatic_mutations,genomic_alterations,gdc_table,gdc_table_synthetic
single_cell_library,single_cell_technology,gdc_table,gdc_table_synthetic
site_of_resection_or_biopsy,anatomic_site_of_origin,gdc_table,gdc_table_synthetic
sites_of_involvement,metastasis_locations,gdc_table,gdc_table_synthetic
sites_of_involvement_count,num_sites_involved,gdc_table,gdc_table_synthetic
size_extraocular_nodule,extranodal_mass_size_cm,gdc_table,gdc_table_synthetic
size_selection_range,particle_size_distribution,gdc_table,gdc_table_synthetic
slide_images,histopathology_images,gdc_table,gdc_table_synthetic
slides,slide_types,gdc_table,gdc_table_synthetic
smoking_frequency,smoking_status,gdc_table,gdc_table_synthetic
somatic_aggregation_workflows,somatic_variant_calling_methods,gdc_table,gdc_table_synthetic
somatic_annotation_workflows,somatic_variant_callers,gdc_table,gdc_table_synthetic
somatic_copy_number_workflows,CNV_analysis_methods,gdc_table,gdc_table_synthetic
somatic_mutation_calling_workflows,cancer_variant_calling_methods,gdc_table,gdc_table_synthetic
somatic_mutation_indexes,gene_variant_codes,gdc_table,gdc_table_synthetic
specialized_molecular_test,molecular_diagnostics_tests,gdc_table,gdc_table_synthetic
specimen_type,sample_type,gdc_table,gdc_table_synthetic
spectrophotometer_method,protein_quantification_method,gdc_table,gdc_table_synthetic
spike_ins_concentration,spike_ins_conc,gdc_table,gdc_table_synthetic
spike_ins_fasta,control_sequences_fasta,gdc_table,gdc_table_synthetic
spindle_cell_percent,spindle_cell_percentage,gdc_table,gdc_table_synthetic
stain_type,stain_method,gdc_table,gdc_table_synthetic
staining_intensity_scale,immunohistochemistry_score,gdc_table,gdc_table_synthetic
staining_intensity_value,immunohistochemistry_score,gdc_table,gdc_table_synthetic
state,data_status,gdc_table,gdc_table_synthetic
state_comment,sample_issue_desc,gdc_table,gdc_table_synthetic
status,approval_status,gdc_table,gdc_table_synthetic
structural_variant_calling_workflows,sv_detection_methods,gdc_table,gdc_table_synthetic
structural_variations,genomic_alterations,gdc_table,gdc_table_synthetic
submission_enabled,submission_status,gdc_table,gdc_table_synthetic
submitted_aligned_reads_files,sequencing_data_files,gdc_table,gdc_table_synthetic
submitted_genomic_profiles,genomic_alterations_detected,gdc_table,gdc_table_synthetic
submitted_genotyping_arrays,genotyping_platforms,gdc_table,gdc_table_synthetic
submitted_methylation_beta_values,methylation_level_beta_values,gdc_table,gdc_table_synthetic
submitted_tangent_copy_numbers,cnv_ratios,gdc_table,gdc_table_synthetic
submitted_unaligned_reads_files,unaligned_reads_bams,gdc_table,gdc_table_synthetic
submitter_id,participant_identifier,gdc_table,gdc_table_synthetic
supratentorial_localization,brain_tumor_location,gdc_table,gdc_table_synthetic
synchronous_malignancy,concurrent_malignancy,gdc_table,gdc_table_synthetic
tags,research_topics,gdc_table,gdc_table_synthetic
target_capture_kit,gene_panel_id,gdc_table,gdc_table_synthetic
target_capture_kit_catalog_number,exon_capture_kit_id,gdc_table,gdc_table_synthetic
target_capture_kit_name,exome_capture_kit,gdc_table,gdc_table_synthetic
target_capture_kit_target_region,exome_capture_kit,gdc_table,gdc_table_synthetic
target_capture_kit_vendor,seq_capture_kit_manufacturer,gdc_table,gdc_table_synthetic
target_capture_kit_version,exome_capture_technology,gdc_table,gdc_table_synthetic
test_analyte_type,biomarker_type,gdc_table,gdc_table_synthetic
test_result,biomarker_status,gdc_table,gdc_table_synthetic
test_units,alternative_measurement_units,gdc_table,gdc_table_synthetic
test_value,biomarker_level,gdc_table,gdc_table_synthetic
test_value_range,tumor_marker_percentage_range,gdc_table,gdc_table_synthetic
therapeutic_agents,treatment_options,gdc_table,gdc_table_synthetic
therapeutic_level_achieved,treatment_efficacy_achieved,gdc_table,gdc_table_synthetic
therapeutic_levels_achieved,treatment_efficacy_achieved,gdc_table,gdc_table_synthetic
therapeutic_target_level,therapeutic_target_concentration,gdc_table,gdc_table_synthetic
time_between_clamping_and_freezing,ischemia_time_min,gdc_table,gdc_table_synthetic
time_between_excision_and_freezing,excision_to_freezing_duration_min,gdc_table,gdc_table_synthetic
time_between_waking_and_first_smoke,time_to_first_cigarette,gdc_table,gdc_table_synthetic
timepoint_category,treatment_phase,gdc_table,gdc_table_synthetic
tissue_collection_type,sample_collection_method,gdc_table,gdc_table_synthetic
tissue_microarray_coordinates,tma_coords,gdc_table,gdc_table_synthetic
tissue_or_organ_of_origin,primary_site,gdc_table,gdc_table_synthetic
tissue_source_sites,sample_origin_sites,gdc_table,gdc_table_synthetic
tissue_type,sample_type,gdc_table,gdc_table_synthetic
to_trim_adapter_sequence,adapter_seq_trim_flag,gdc_table,gdc_table_synthetic
tobacco_smoking_onset_year,smoking_initiation_year,gdc_table,gdc_table_synthetic
tobacco_smoking_quit_year,smoking_cessation_year,gdc_table,gdc_table_synthetic
tobacco_smoking_status,smoking_status,gdc_table,gdc_table_synthetic
total_reads,total_seq_reads,gdc_table,gdc_table_synthetic
total_sequences,total_seq_count,gdc_table,gdc_table_synthetic
transcript,gene_transcript_id,gdc_table,gdc_table_synthetic
transglottic_extension,transglottic_involvement,gdc_table,gdc_table_synthetic
treatment_anatomic_site,treatment_site,gdc_table,gdc_table_synthetic
treatment_anatomic_sites,treatment_sites,gdc_table,gdc_table_synthetic
treatment_arm,treatment_protocol_id,gdc_table,gdc_table_synthetic
treatment_dose,dose_mg,gdc_table,gdc_table_synthetic
treatment_dose_max,max_dose_administered,gdc_table,gdc_table_synthetic
treatment_dose_units,dosage_units,gdc_table,gdc_table_synthetic
treatment_duration,treatment_length_days,gdc_table,gdc_table_synthetic
treatment_effect,treatment_response,gdc_table,gdc_table_synthetic
treatment_effect_indicator,treatment_response,gdc_table,gdc_table_synthetic
treatment_frequency,dosage_interval,gdc_table,gdc_table_synthetic
treatment_intent_type,treatment_purpose,gdc_table,gdc_table_synthetic
treatment_or_therapy,treatment_status,gdc_table,gdc_table_synthetic
treatment_outcome,treatment_response,gdc_table,gdc_table_synthetic
treatment_outcome_duration,treatment_response_duration_days,gdc_table,gdc_table_synthetic
treatment_type,therapy_type,gdc_table,gdc_table_synthetic
treatments,cancer_treatment_methods,gdc_table,gdc_table_synthetic
tumor_burden,tumor_load,gdc_table,gdc_table_synthetic
tumor_code,disease_type,gdc_table,gdc_table_synthetic
tumor_code_id,cancer_type_code,gdc_table,gdc_table_synthetic
tumor_confined_to_organ_of_origin,organ_confined_status,gdc_table,gdc_table_synthetic
tumor_depth,tumor_thickness,gdc_table,gdc_table_synthetic
tumor_depth_descriptor,tumor_invasion_depth,gdc_table,gdc_table_synthetic
tumor_depth_measurement,tumor_invasion_depth,gdc_table,gdc_table_synthetic
tumor_descriptor,tumor_type,gdc_table,gdc_table_synthetic
tumor_focality,tumor_multiplicity,gdc_table,gdc_table_synthetic
tumor_grade,tumor_classification,gdc_table,gdc_table_synthetic
tumor_grade_category,tumor_grade_system,gdc_table,gdc_table_synthetic
tumor_infiltrating_lymphocytes,TIL_density,gdc_table,gdc_table_synthetic
tumor_infiltrating_macrophages,TAM_density,gdc_table,gdc_table_synthetic
tumor_largest_dimension_diameter,max_tumor_diameter_cm,gdc_table,gdc_table_synthetic
tumor_length_measurement,tumor_size_cm,gdc_table,gdc_table_synthetic
tumor_level_prostate,prostate_tumor_zone,gdc_table,gdc_table_synthetic
tumor_ploidy,tumor_ploidy_level,gdc_table,gdc_table_synthetic
tumor_purity,tumor_cellularity,gdc_table,gdc_table_synthetic
tumor_regression_grade,tumor_response_grade,gdc_table,gdc_table_synthetic
tumor_shape,tumor_morphology,gdc_table,gdc_table_synthetic
tumor_thickness,tumor_depth_mm,gdc_table,gdc_table_synthetic
tumor_width_measurement,tumor_diameter_cm,gdc_table,gdc_table_synthetic
type,data_release_type,gdc_table,gdc_table_synthetic
type_of_smoke_exposure,exposure_type_smoke,gdc_table,gdc_table_synthetic
type_of_tobacco_used,smoking_type,gdc_table,gdc_table_synthetic
uicc_clinical_m,metastasis_stage,gdc_table,gdc_table_synthetic
uicc_clinical_n,clinical_n_stage,gdc_table,gdc_table_synthetic
uicc_clinical_stage,tnm_stage,gdc_table,gdc_table_synthetic
uicc_clinical_t,tnm_tumor_stage,gdc_table,gdc_table_synthetic
uicc_pathologic_m,metastasis_stage,gdc_table,gdc_table_synthetic
uicc_pathologic_n,clinical_n_stage,gdc_table,gdc_table_synthetic
uicc_pathologic_stage,ajcc_clinical_stage,gdc_table,gdc_table_synthetic
uicc_pathologic_t,pathologic_stage_t,gdc_table,gdc_table_synthetic
uicc_staging_system_edition,uicc_stage_ed,gdc_table,gdc_table_synthetic
ulceration_indicator,ulceration_status,gdc_table,gdc_table_synthetic
undescended_testis_corrected,cryptorchidism_status,gdc_table,gdc_table_synthetic
undescended_testis_corrected_age,cryptorchidism_repair_age_months,gdc_table,gdc_table_synthetic
undescended_testis_corrected_laterality,cryptorchidism_side_corrected,gdc_table,gdc_table_synthetic
undescended_testis_corrected_method,cryptorchidism_treatment_type,gdc_table,gdc_table_synthetic
undescended_testis_history,cryptorchidism_status,gdc_table,gdc_table_synthetic
undescended_testis_history_laterality,cryptorchidism_side,gdc_table,gdc_table_synthetic
updated_datetime,last_modified_dt,gdc_table,gdc_table_synthetic
use_per_day,daily_usage_freq,gdc_table,gdc_table_synthetic
variant_origin,mutation_origin,gdc_table,gdc_table_synthetic
variant_type,mutation_type,gdc_table,gdc_table_synthetic
vascular_invasion_present,vascular_invasion_status,gdc_table,gdc_table_synthetic
vascular_invasion_type,vascular_invasion_status,gdc_table,gdc_table_synthetic
viral_hepatitis_serologies,hepatitis_viral_markers,gdc_table,gdc_table_synthetic
vital_status,patient_outcome_status,gdc_table,gdc_table_synthetic
weeks_gestation_at_birth,gestational_age_weeks,gdc_table,gdc_table_synthetic
weight,body_weight_kg,gdc_table,gdc_table_synthetic
weiss_assessment_findings,weiss_criteria,gdc_table,gdc_table_synthetic
weiss_assessment_score,weiss_score,gdc_table,gdc_table_synthetic
well_number,plate_position,gdc_table,gdc_table_synthetic
wgs_coverage,genome_seq_depth,gdc_table,gdc_table_synthetic
who_cns_grade,cns_grade_classification,gdc_table,gdc_table_synthetic
who_nte_grade,tumor_grade,gdc_table,gdc_table_synthetic
wilms_tumor_histologic_subtype,wilms_tumor_grade,gdc_table,gdc_table_synthetic
workflow_end_datetime,workflow_completion_dt,gdc_table,gdc_table_synthetic
workflow_link,workflow_repo_url,gdc_table,gdc_table_synthetic
workflow_start_datetime,process_initiation_timestamp,gdc_table,gdc_table_synthetic
workflow_type,analysis_method,gdc_table,gdc_table_synthetic
workflow_version,pipeline_version,gdc_table,gdc_table_synthetic
year_of_birth,birth_year,gdc_table,gdc_table_synthetic
year_of_death,death_year,gdc_table,gdc_table_synthetic
year_of_diagnosis,diagnosis_year,gdc_table,gdc_table_synthetic
year_of_follow_up,follow_up_duration_yrs,gdc_table,gdc_table_synthetic
years_smoked,smoking_duration_years,gdc_table,gdc_table_synthetic
zone_of_origin_prostate,prostate_zone_origin,gdc_table,gdc_table_synthetic
zygosity,allele_status,gdc_table,gdc_table_synthetic
